,playerID,yearID,teamID,lgID.x,inseason,G.x,W.x,L.x,rank,plyrMgr,Glast2,Wlast2,Llast2,PercentLast2,Glast3,Wlast3,Llast3,PercentLast3,totalgames,totalwins,totalloss,totalavgrank,totalseasons,lgID.y,franchID,divID,Rank,G.y,Ghome,W.y,L.y,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,Fired,startyear,labeller,censor
527,gordojo01,1961,KC1,AL,1,60,26,33,9,N,NA,NA,NA,0.433333333,NA,NA,NA,0.433333333,60,26,33,9,1,AL,OAK,NA,9,162,80,61,100,NA,NA,N,N,683,5423,1342,216,47,90,580,772,58,22,NA,NA,863,745,4.74,32,5,23,4245,1519,141,629,703,174,160,0.972,Kansas City Athletics,Municipal Stadium I,683817,101,103,KCA,KC1,KC1,TRUE,1961,gordojo01 KC1,1
528,harrilu01,1961,BAL,AL,2,27,17,10,3,N,NA,NA,NA,0.62962963,NA,NA,NA,0.62962963,27,17,10,3,1,AL,BAL,NA,3,163,82,95,67,NA,NA,N,N,691,5481,1393,227,36,149,581,902,39,30,NA,NA,588,526,3.22,54,21,33,4413,1226,109,617,926,126,173,0.98,Baltimore Orioles,Memorial Stadium,951089,96,96,BAL,BAL,BAL,TRUE,1961,harrilu01 BAL,1
529,hemusso01,1961,SLN,NL,1,75,33,41,5,N,230,119,109,0.517391304,384,190,192,0.494791667,384,190,192,5,3,NL,STL,NA,5,155,78,80,74,NA,NA,N,N,703,5307,1436,236,51,103,494,745,46,28,NA,NA,668,568,3.74,49,10,24,4104,1334,136,570,823,166,165,0.972,St. Louis Cardinals,Sportsman's Park IV,855305,110,110,STL,SLN,SLN,TRUE,1959,hemusso01 SLN,1
530,himslve99,1961,CHN,NL,6,4,0,3,7,N,21,5,15,0.238095238,32,10,21,0.3125,32,10,21,6.666666667,3,NL,CHC,NA,7,156,78,64,90,NA,NA,N,N,689,5344,1364,238,51,176,539,1027,35,25,NA,NA,800,689,4.48,34,6,25,4155,1492,165,465,755,183,175,0.97,Chicago Cubs,Wrigley Field,673057,101,104,CHC,CHN,CHN,TRUE,1959,himslve99 CHN,1
531,lavagco01,1961,MIN,AL,3,10,4,6,7,N,59,23,36,0.389830508,NA,NA,NA,0.389830508,59,23,36,7,2,AL,MIN,NA,7,161,81,70,90,NA,NA,N,N,707,5417,1353,215,40,167,597,840,47,43,NA,NA,778,681,4.28,49,14,23,4296,1415,163,570,914,174,150,0.971,Minnesota Twins,Metropolitan Stadium,1256723,106,106,MIN,MIN,MIN,TRUE,1960,lavagco01 MIN,1
532,richapa01,1961,BAL,AL,1,136,78,57,3,N,290,167,122,0.575862069,445,241,202,0.541573034,1063,517,539,5,7,AL,BAL,NA,3,163,82,95,67,NA,NA,N,N,691,5481,1393,227,36,149,581,902,39,30,NA,NA,588,526,3.22,54,21,33,4413,1226,109,617,926,126,173,0.98,Baltimore Orioles,Memorial Stadium,951089,96,96,BAL,BAL,BAL,TRUE,1955,richapa01 BAL,1
533,bakerde01,1960,BOS,AL,2,7,2,5,7,N,NA,NA,NA,0.285714286,NA,NA,NA,0.285714286,7,2,5,7,1,AL,BOS,NA,7,154,77,65,89,NA,NA,N,N,658,5215,1359,234,32,124,570,798,34,28,NA,NA,775,699,4.62,34,6,23,4083,1440,127,580,767,140,156,0.976,Boston Red Sox,Fenway Park II,1129866,103,103,BOS,BOS,BOS,TRUE,1960,bakerde01 BOS,1
534,boudrlo01,1960,CHN,NL,2,139,54,83,7,N,NA,NA,NA,0.388489209,NA,NA,NA,0.388489209,139,54,83,7,1,NL,CHC,NA,7,156,79,60,94,NA,NA,N,N,634,5311,1293,213,48,119,531,897,51,34,NA,NA,776,678,4.35,36,6,25,4206,1393,152,565,805,143,133,0.977,Chicago Cubs,Wrigley Field,809770,99,100,CHC,CHN,CHN,TRUE,1960,boudrlo01 CHN,1
535,cohenan01,1960,PHI,NL,2,1,1,0,8,N,NA,NA,NA,1,NA,NA,NA,1,1,1,0,8,1,NL,PHI,NA,8,154,77,59,95,NA,NA,N,N,546,5169,1235,196,44,99,448,1054,45,48,NA,NA,691,613,4.01,45,6,16,4125,1423,133,439,736,155,129,0.974,Philadelphia Phillies,Connie Mack Stadium,862205,100,103,PHI,PHI,PHI,TRUE,1960,cohenan01 PHI,1
536,dykesji01,1960,DET,AL,1,96,44,52,6,N,233,118,115,0.506437768,NA,NA,NA,0.506437768,233,118,115,5,2,AL,DET,NA,6,154,77,71,83,NA,NA,N,N,633,5202,1243,188,34,150,636,728,66,32,NA,NA,644,568,3.64,40,7,25,4215,1336,141,474,824,137,138,0.977,Detroit Tigers,Briggs Stadium,1167669,103,103,DET,DET,DET,TRUE,1959,dykesji01 DET,1
537,elliobo01,1960,KC1,AL,1,155,58,96,8,N,NA,NA,NA,0.374193548,NA,NA,NA,0.374193548,155,58,96,8,1,AL,OAK,NA,8,155,78,58,96,NA,NA,N,N,615,5226,1303,212,34,110,513,744,16,11,NA,NA,756,669,4.38,44,4,14,4122,1428,160,525,664,127,149,0.979,Kansas City Athletics,Municipal Stadium I,774944,100,103,KCA,KC1,KC1,FALSE,1960,elliobo01 KC1,1
538,gordojo01,1960,CLE,AL,1,95,49,46,4,N,249,138,111,0.554216867,335,184,151,0.549253731,335,184,151,3.333333333,3,AL,CLE,NA,4,154,77,76,78,NA,NA,N,N,667,5296,1415,218,20,127,444,573,58,25,NA,NA,693,607,3.95,32,10,30,4146,1308,161,636,771,126,165,0.978,Cleveland Indians,Cleveland Stadium,950985,97,97,CLE,CLE,CLE,TRUE,1958,gordojo01 CLE,1
539,gordojo01,1960,DET,AL,3,57,26,31,6,N,NA,NA,NA,0.456140351,NA,NA,NA,0.456140351,57,26,31,6,1,AL,DET,NA,6,154,77,71,83,NA,NA,N,N,633,5202,1243,188,34,150,636,728,66,32,NA,NA,644,568,3.64,40,7,25,4215,1336,141,474,824,137,138,0.977,Detroit Tigers,Briggs Stadium,1167669,103,103,DET,DET,DET,TRUE,1960,gordojo01 DET,1
540,grimmch01,1960,CHN,NL,1,17,6,11,7,N,67,25,42,0.373134328,222,89,132,0.400900901,1737,946,782,3.642857143,14,NL,CHC,NA,7,156,79,60,94,NA,NA,N,N,634,5311,1293,213,48,119,531,897,51,34,NA,NA,776,678,4.35,36,6,25,4206,1393,152,565,805,143,133,0.977,Chicago Cubs,Wrigley Field,809770,99,100,CHC,CHN,CHN,TRUE,1947,grimmch01 CHN,1
541,hitchbi01,1960,DET,AL,2,1,1,0,6,N,NA,NA,NA,1,NA,NA,NA,1,1,1,0,6,1,AL,DET,NA,6,154,77,71,83,NA,NA,N,N,633,5202,1243,188,34,150,636,728,66,32,NA,NA,644,568,3.64,40,7,25,4215,1336,141,474,824,137,138,0.977,Detroit Tigers,Briggs Stadium,1167669,103,103,DET,DET,DET,TRUE,1960,hitchbi01 DET,1
542,jurgebi01,1960,BOS,AL,1,42,15,27,7,N,122,59,63,0.483606557,NA,NA,NA,0.483606557,122,59,63,6,2,AL,BOS,NA,7,154,77,65,89,NA,NA,N,N,658,5215,1359,234,32,124,570,798,34,28,NA,NA,775,699,4.62,34,6,23,4083,1440,127,580,767,140,156,0.976,Boston Red Sox,Fenway Park II,1129866,103,103,BOS,BOS,BOS,TRUE,1959,jurgebi01 BOS,1
543,lavagco01,1960,WS1,AL,1,154,73,81,5,N,308,136,172,0.441558442,464,197,265,0.424568966,598,248,348,7.25,4,AL,MIN,NA,5,154,77,73,81,NA,NA,N,N,672,5248,1283,205,43,147,584,883,52,43,NA,NA,696,589,3.77,34,10,35,4215,1392,130,538,775,165,159,0.973,Washington Senators,Griffith Stadium II,743404,101,102,WSH,WS1,WS1,FALSE,1957,lavagco01 WS1,1
544,sawyeed99,1960,PHI,NL,1,1,0,1,8,N,156,64,91,0.41025641,226,94,131,0.415929204,817,390,423,5.375,8,NL,PHI,NA,8,154,77,59,95,NA,NA,N,N,546,5169,1235,196,44,99,448,1054,45,48,NA,NA,691,613,4.01,45,6,16,4125,1423,133,439,736,155,129,0.974,Philadelphia Phillies,Connie Mack Stadium,862205,100,103,PHI,PHI,PHI,TRUE,1953,sawyeed99 PHI,1
545,sheehto02,1960,SFN,NL,2,98,46,50,5,N,NA,NA,NA,0.469387755,NA,NA,NA,0.469387755,98,46,50,5,1,NL,SFG,NA,5,156,77,79,75,NA,NA,N,N,671,5324,1357,220,62,130,467,846,86,45,NA,NA,631,534,3.44,55,16,26,4188,1288,107,512,897,165,117,0.972,San Francisco Giants,Candlestick Park,1795356,95,93,SFG,SFN,SFN,TRUE,1960,sheehto02 SFN,1
546,stengca01,1960,NYA,AL,1,155,97,57,1,N,310,176,132,0.567741935,465,268,194,0.576344086,1851,1149,696,1.25,12,AL,NYY,NA,1,155,77,97,57,NA,NA,Y,N,746,5290,1377,215,40,193,537,818,37,23,NA,NA,627,547,3.52,38,16,42,4194,1225,123,609,712,129,162,0.979,New York Yankees,Yankee Stadium I,1627349,94,92,NYY,NYA,NYA,FALSE,1949,stengca01 NYA,1
547,whitejo01,1960,CLE,AL,2,1,1,0,4,N,NA,NA,NA,1,NA,NA,NA,1,1,1,0,4,1,AL,CLE,NA,4,154,77,76,78,NA,NA,N,N,667,5296,1415,218,20,127,444,573,58,25,NA,NA,693,607,3.95,32,10,30,4146,1308,161,636,771,126,165,0.978,Cleveland Indians,Cleveland Stadium,950985,97,97,CLE,CLE,CLE,TRUE,1960,whitejo01 CLE,1
548,craftha01,1959,KC1,AL,1,154,66,88,7,N,310,139,169,0.448387097,360,162,196,0.45,360,162,196,7,3,AL,OAK,NA,7,154,77,66,88,NA,NA,N,N,681,5264,1383,231,43,117,481,780,34,24,NA,NA,760,657,4.35,44,8,21,4080,1452,148,492,703,159,156,0.973,Kansas City Athletics,Municipal Stadium I,963683,102,104,KCA,KC1,KC1,FALSE,1957,craftha01 KC1,1
549,haneyfr01,1959,ML1,NL,1,157,86,70,2,N,311,178,132,0.572347267,466,273,191,0.58583691,575,341,231,1.5,4,NL,ATL,NA,2,157,79,86,70,NA,NA,N,N,724,5388,1426,216,36,177,488,765,41,14,NA,NA,623,546,3.51,69,18,18,4200,1406,128,429,775,123,138,0.979,Milwaukee Braves,County Stadium,1749112,92,90,MLN,MLN,MLN,FALSE,1956,haneyfr01 ML1,1
550,normabi01,1959,DET,AL,1,17,2,15,4,N,122,58,64,0.475409836,NA,NA,NA,0.475409836,122,58,64,4.5,2,AL,DET,NA,4,154,77,76,78,NA,NA,N,N,713,5211,1346,196,30,160,580,737,34,17,NA,NA,732,635,4.2,53,9,24,4080,1327,177,432,829,124,131,0.978,Detroit Tigers,Briggs Stadium,1221221,106,105,DET,DET,DET,TRUE,1958,normabi01 DET,1
551,schefbo01,1959,CHN,NL,1,155,74,80,6,N,309,146,162,0.472491909,465,208,254,0.447311828,465,208,254,6.666666667,3,NL,CHC,NA,5,155,77,74,80,NA,NA,N,N,673,5296,1321,209,44,163,498,911,32,19,NA,NA,688,620,4.01,30,11,25,4173,1337,152,519,765,140,142,0.977,Chicago Cubs,Wrigley Field,858255,99,100,CHC,CHN,CHN,FALSE,1957,schefbo01 CHN,1
552,smithma01,1959,CIN,NL,1,80,35,45,5,N,NA,NA,NA,0.4375,NA,NA,NA,0.4375,80,35,45,5,1,NL,CIN,NA,5,154,77,74,80,NA,NA,N,N,764,5288,1448,258,34,161,499,763,65,28,NA,NA,738,650,4.31,44,7,26,4071,1460,162,456,690,126,157,0.978,Cincinnati Redlegs,Crosley Field,801298,104,103,CIN,CIN,CIN,TRUE,1959,smithma01 CIN,1
553,yorkru01,1959,BOS,AL,2,1,0,1,5,N,NA,NA,NA,0,NA,NA,NA,0,1,0,1,5,1,AL,BOS,NA,5,154,77,75,79,NA,NA,N,N,726,5225,1335,248,28,125,626,810,68,25,NA,NA,696,632,4.17,38,9,25,4092,1386,135,589,724,130,167,0.978,Boston Red Sox,Fenway Park II,984102,104,104,BOS,BOS,BOS,TRUE,1959,yorkru01 BOS,1
554,bragabo01,1958,CLE,AL,1,67,31,36,4,N,NA,NA,NA,0.462686567,NA,NA,NA,0.462686567,67,31,36,4,1,AL,CLE,NA,4,153,76,77,76,NA,NA,N,N,694,5201,1340,210,31,161,494,819,50,49,NA,NA,635,569,3.73,51,2,20,4119,1283,123,604,766,152,171,0.974,Cleveland Indians,Cleveland Stadium,663805,99,98,CLE,CLE,CLE,TRUE,1958,bragabo01 CLE,1
555,dykesji01,1958,CIN,NL,2,41,24,17,4,N,NA,NA,NA,0.585365854,NA,NA,NA,0.585365854,41,24,17,4,1,NL,CIN,NA,4,154,77,76,78,NA,NA,N,N,695,5273,1359,242,40,123,572,765,61,38,NA,NA,621,574,3.73,50,7,20,4155,1422,148,419,705,99,148,0.983,Cincinnati Redlegs,Crosley Field,788582,106,105,CIN,CIN,CIN,TRUE,1958,dykesji01 CIN,1
556,hackst01,1958,SLN,NL,2,10,3,7,5,N,NA,NA,NA,0.3,NA,NA,NA,0.3,10,3,7,5,1,NL,STL,NA,5,154,77,72,82,NA,NA,N,N,619,5255,1371,216,39,111,533,637,44,43,NA,NA,704,632,4.12,45,6,25,4143,1398,158,567,822,152,163,0.975,St. Louis Cardinals,Sportsman's Park IV,1063730,104,105,STL,SLN,SLN,TRUE,1958,hackst01 SLN,1
557,hutchfr01,1958,SLN,NL,1,144,69,75,5,N,298,156,142,0.523489933,454,232,220,0.511013216,454,232,220,3.666666667,3,NL,STL,NA,5,154,77,72,82,NA,NA,N,N,619,5255,1371,216,39,111,533,637,44,43,NA,NA,704,632,4.12,45,6,25,4143,1398,158,567,822,152,163,0.975,St. Louis Cardinals,Sportsman's Park IV,1063730,104,105,STL,SLN,SLN,FALSE,1956,hutchfr01 SLN,1
558,smithma01,1958,PHI,NL,1,84,39,45,8,N,240,116,122,0.483333333,394,187,205,0.474619289,548,264,282,5.5,4,NL,PHI,NA,8,154,77,69,85,NA,NA,N,N,664,5363,1424,238,56,124,573,871,51,33,NA,NA,762,671,4.32,51,6,15,4191,1480,148,446,778,129,136,0.978,Philadelphia Phillies,Connie Mack Stadium,931110,99,100,PHI,PHI,PHI,TRUE,1955,smithma01 PHI,1
559,tebbebi01,1958,CIN,NL,1,113,52,61,4,N,267,132,135,0.494382022,422,223,198,0.528436019,730,372,357,4.2,5,NL,CIN,NA,4,154,77,76,78,NA,NA,N,N,695,5273,1359,242,40,123,572,765,61,38,NA,NA,621,574,3.73,50,7,20,4155,1422,148,419,705,99,148,0.983,Cincinnati Redlegs,Crosley Field,788582,106,105,CIN,CIN,CIN,TRUE,1954,tebbebi01 CIN,1
560,tigheja99,1958,DET,AL,1,49,21,28,5,N,203,99,104,0.487684729,NA,NA,NA,0.487684729,203,99,104,4.5,2,AL,DET,NA,5,154,77,77,77,NA,NA,N,N,659,5194,1384,229,41,109,463,678,48,32,NA,NA,606,541,3.59,59,8,19,4071,1294,133,437,797,106,140,0.982,Detroit Tigers,Briggs Stadium,1098924,107,107,DET,DET,DET,TRUE,1957,tigheja99 DET,1
561,alstowa01,1957,BRO,NL,1,154,84,70,3,N,308,177,131,0.574675325,462,275,186,0.595238095,616,367,248,1.75,4,NL,LAD,NA,3,154,77,84,70,NA,NA,N,N,690,5242,1325,188,38,147,550,848,60,34,NA,NA,591,521,3.35,44,18,29,4197,1285,144,456,891,127,136,0.979,Brooklyn Dodgers,Ebbets Field,1028258,109,107,BRO,BRO,BRO,FALSE,1954,alstowa01 BRO,1
562,boudrlo01,1957,KC1,AL,1,104,36,67,7,N,258,88,169,0.341085271,413,151,260,0.365617433,413,151,260,7,3,AL,OAK,NA,7,154,77,59,94,NA,NA,N,N,563,5170,1262,195,40,166,364,760,35,27,NA,NA,710,637,4.19,26,6,19,4107,1344,153,565,626,125,162,0.979,Kansas City Athletics,Municipal Stadium I,901067,101,104,KCA,KC1,KC1,TRUE,1955,boudrlo01 KC1,1
563,bragabo01,1957,PIT,NL,1,104,36,67,7,N,261,102,155,0.390804598,NA,NA,NA,0.390804598,261,102,155,7,2,NL,PIT,NA,7,155,77,62,92,NA,NA,N,N,586,5402,1447,231,60,92,374,733,46,35,NA,NA,696,601,3.88,47,9,15,4185,1463,158,421,663,170,143,0.972,Pittsburgh Pirates,Forbes Field,850732,97,98,PIT,PIT,PIT,TRUE,1956,bragabo01 PIT,1
564,dressch01,1957,WS1,AL,1,20,4,16,8,N,175,63,111,0.36,329,116,212,0.352583587,329,116,212,7.666666667,3,AL,MIN,NA,8,154,77,55,99,NA,NA,N,N,603,5231,1274,215,38,111,527,733,13,38,NA,NA,808,742,4.85,31,5,16,4131,1482,149,580,691,128,159,0.979,Washington Senators,Griffith Stadium II,457079,98,102,WSH,WS1,WS1,TRUE,1955,dressch01 WS1,1
565,farreke01,1957,CLE,AL,1,153,76,77,6,N,NA,NA,NA,0.496732026,NA,NA,NA,0.496732026,153,76,77,6,1,AL,CLE,NA,6,153,77,76,77,NA,NA,N,N,682,5171,1304,199,26,140,591,786,40,47,NA,NA,722,623,4.06,46,7,23,4140,1381,130,618,807,147,154,0.974,Cleveland Indians,Cleveland Stadium,722256,100,99,CLE,CLE,CLE,FALSE,1957,farreke01 CLE,1
566,rignebi01,1957,NY1,NL,1,154,69,85,6,N,308,136,172,0.441558442,NA,NA,NA,0.441558442,308,136,172,6,2,NL,SFG,NA,6,154,77,69,85,NA,NA,N,N,643,5346,1349,171,54,157,447,669,64,38,NA,NA,701,623,4.01,35,9,20,4194,1436,150,471,701,161,180,0.974,New York Giants,Polo Grounds IV,653923,100,102,NYG,NY1,NY1,FALSE,1956,rignebi01 NY1,1
567,grimmch01,1956,ML1,NL,1,46,24,22,2,N,200,109,91,0.545,354,198,156,0.559322034,511,290,218,2.25,4,NL,ATL,NA,2,155,77,92,62,NA,NA,N,N,709,5207,1350,212,54,177,486,714,29,20,NA,NA,569,481,3.11,64,12,27,4179,1295,133,467,639,130,159,0.979,Milwaukee Braves,County Stadium,2046331,94,92,MLN,MLN,MLN,TRUE,1953,grimmch01 ML1,1
568,hackst01,1956,CHN,NL,1,157,60,94,8,N,311,132,175,0.424437299,465,196,265,0.421505376,465,196,265,7,3,NL,CHC,NA,8,157,80,60,94,NA,NA,N,N,597,5260,1281,202,50,142,446,776,55,38,NA,NA,708,612,3.96,37,6,17,4176,1325,161,613,744,143,141,0.976,Chicago Cubs,Wrigley Field,720118,99,101,CHC,CHN,CHN,FALSE,1954,hackst01 CHN,1
569,harribu01,1956,DET,AL,1,155,82,72,5,N,309,161,147,0.521035599,462,234,226,0.506493506,1078,516,557,5.428571429,7,AL,DET,NA,5,155,78,82,72,NA,NA,N,N,789,5364,1494,209,50,150,644,618,43,26,NA,NA,699,622,4.06,62,10,15,4137,1389,140,655,788,140,151,0.976,Detroit Tigers,Briggs Stadium,1051182,101,100,DET,DET,DET,FALSE,1950,harribu01 DET,1
570,lopezal01,1956,CLE,AL,1,155,88,66,2,N,309,181,127,0.585760518,465,292,170,0.627956989,930,570,354,1.833333333,6,AL,CLE,NA,2,155,77,88,66,NA,NA,N,N,712,5148,1256,199,23,153,681,764,40,32,NA,NA,581,511,3.32,67,17,24,4152,1233,116,564,845,129,130,0.978,Cleveland Indians,Cleveland Stadium,865467,103,101,CLE,CLE,CLE,FALSE,1951,lopezal01 CLE,1
571,marioma01,1956,CHA,AL,1,154,85,69,3,N,309,176,132,0.569579288,318,179,138,0.562893082,318,179,138,3,3,AL,CHW,NA,3,154,77,85,69,NA,NA,N,N,776,5286,1412,218,43,128,619,660,70,33,NA,NA,634,576,3.73,65,11,13,4167,1351,118,524,722,122,160,0.979,Chicago White Sox,Comiskey Park,1000090,101,99,CHW,CHA,CHA,FALSE,1954,marioma01 CHA,1
572,durocle01,1955,NY1,NL,1,154,80,74,3,N,308,177,131,0.574675325,463,247,215,0.533477322,1163,637,523,3.125,8,NL,SFG,NA,3,154,79,80,74,NA,NA,N,N,702,5288,1377,173,34,169,497,581,38,22,NA,NA,673,581,3.77,52,6,14,4158,1347,155,560,721,141,165,0.976,New York Giants,Polo Grounds IV,824112,101,101,NYG,NY1,NY1,FALSE,1948,durocle01 NY1,1
573,haneyfr01,1955,PIT,NL,1,154,60,94,8,N,308,113,195,0.366883117,462,163,299,0.352813853,462,163,299,8,3,NL,PIT,NA,8,154,75,60,94,NA,NA,N,N,560,5173,1262,210,60,91,471,652,22,22,NA,NA,767,664,4.39,41,5,16,4086,1480,142,536,622,166,175,0.972,Pittsburgh Pirates,Forbes Field,469397,98,101,PIT,PIT,PIT,FALSE,1953,haneyfr01 PIT,1
574,stanked01,1955,SLN,NL,1,36,17,19,7,N,190,89,101,0.468421053,347,172,172,0.495677233,501,260,238,4.75,4,NL,STL,NA,7,154,77,68,86,NA,NA,N,N,654,5266,1375,228,36,143,458,597,64,59,NA,NA,757,697,4.56,42,10,15,4128,1376,185,549,730,146,152,0.975,St. Louis Cardinals,Sportsman's Park IV,849130,99,100,STL,SLN,SLN,TRUE,1952,stanked01 SLN,1
575,walkeha01,1955,SLN,NL,2,118,51,67,7,Y,NA,NA,NA,0.43220339,NA,NA,NA,0.43220339,118,51,67,7,1,NL,STL,NA,7,154,77,68,86,NA,NA,N,N,654,5266,1375,228,36,143,458,597,64,59,NA,NA,757,697,4.56,42,10,15,4128,1376,185,549,730,146,152,0.975,St. Louis Cardinals,Sportsman's Park IV,849130,99,100,STL,SLN,SLN,TRUE,1955,walkeha01 SLN,1
576,boudrlo01,1954,BOS,AL,1,156,69,85,4,N,309,153,154,0.495145631,463,229,232,0.494600432,463,229,232,4.666666667,3,AL,BOS,NA,4,156,79,69,85,NA,NA,N,N,700,5399,1436,244,41,123,654,660,51,30,NA,NA,728,629,4.01,41,10,22,4236,1434,118,612,707,176,163,0.972,Boston Red Sox,Fenway Park II,931127,111,110,BOS,BOS,BOS,FALSE,1952,boudrlo01 BOS,1
577,dykesji01,1954,BAL,AL,1,154,54,100,7,N,NA,NA,NA,0.350649351,NA,NA,NA,0.350649351,154,54,100,7,1,AL,BAL,NA,7,154,77,54,100,NA,NA,N,N,483,5206,1309,195,49,52,468,634,30,31,NA,NA,668,592,3.88,58,6,8,4119,1279,78,688,668,147,152,0.975,Baltimore Orioles,Memorial Stadium,1060910,92,96,BAL,BAL,BAL,FALSE,1954,dykesji01 BAL,1
578,harribu01,1954,WS1,AL,1,155,66,88,6,N,307,142,164,0.462540717,464,220,240,0.474137931,2776,1336,1416,4.888888889,18,AL,MIN,NA,6,155,78,66,88,NA,NA,N,N,632,5249,1292,188,69,81,610,719,37,21,NA,NA,680,590,3.84,69,10,7,4149,1396,79,573,562,137,172,0.977,Washington Senators,Griffith Stadium I,503542,94,96,WSH,WS1,WS1,FALSE,1937,harribu01 WS1,1
579,hutchfr01,1954,DET,AL,1,155,68,86,5,N,313,128,180,0.408945687,396,155,235,0.391414141,396,155,235,6.333333333,3,AL,DET,NA,5,155,77,68,86,NA,NA,N,N,584,5233,1351,215,41,90,492,603,48,44,NA,NA,664,585,3.81,58,13,13,4149,1375,138,506,603,127,131,0.978,Detroit Tigers,Briggs Stadium,1079847,99,100,DET,DET,DET,FALSE,1952,hutchfr01 DET,1
580,joosted01,1954,PHA,AL,1,156,51,103,8,Y,NA,NA,NA,0.326923077,NA,NA,NA,0.326923077,156,51,103,8,1,AL,OAK,NA,8,156,77,51,103,NA,NA,N,N,542,5206,1228,191,41,94,504,677,30,29,NA,NA,875,789,5.18,49,3,13,4113,1523,141,685,555,166,163,0.971,Philadelphia Athletics,Connie Mack Stadium,304666,100,105,PHA,PHA,PHA,FALSE,1954,joosted01 PHA,1
581,moorete01,1954,PHI,NL,2,77,35,42,4,N,NA,NA,NA,0.454545455,NA,NA,NA,0.454545455,77,35,42,4,1,NL,PHI,NA,4,154,78,75,79,NA,NA,N,N,659,5184,1384,243,58,102,604,620,30,27,NA,NA,614,544,3.59,78,14,12,4095,1329,133,450,570,145,133,0.975,Philadelphia Phillies,Connie Mack Stadium,738991,100,99,PHI,PHI,PHI,TRUE,1954,moorete01 PHI,1
582,oneilst01,1954,PHI,NL,1,77,40,37,4,N,233,123,108,0.527896996,324,182,140,0.561728395,324,182,140,4,3,NL,PHI,NA,4,154,78,75,79,NA,NA,N,N,659,5184,1384,243,58,102,604,620,30,27,NA,NA,614,544,3.59,78,14,12,4095,1329,133,450,570,145,133,0.975,Philadelphia Phillies,Connie Mack Stadium,738991,100,99,PHI,PHI,PHI,TRUE,1952,oneilst01 PHI,1
583,cavarph01,1953,CHN,NL,1,155,65,89,7,Y,310,142,166,0.458064516,384,169,213,0.440104167,384,169,213,6.666666667,3,NL,CHC,NA,7,155,77,65,89,NA,NA,N,N,633,5272,1372,204,57,137,514,746,49,21,NA,NA,835,723,4.79,38,3,22,4077,1491,151,554,623,193,141,0.967,Chicago Cubs,Wrigley Field,763658,102,103,CHC,CHN,CHN,FALSE,1951,cavarph01 CHN,1
584,dressch01,1953,BRO,NL,1,155,105,49,1,N,310,201,106,0.648387097,468,298,166,0.636752137,468,298,166,1.333333333,3,NL,LAD,NA,1,155,78,105,49,NA,NA,Y,N,955,5373,1529,274,59,208,655,686,90,47,NA,NA,689,629,4.1,51,11,29,4140,1337,169,509,817,118,161,0.98,Brooklyn Dodgers,Ebbets Field,1163419,103,100,BRO,BRO,BRO,FALSE,1951,dressch01 BRO,1
585,dykesji01,1953,PHA,AL,1,157,59,95,7,N,312,138,170,0.442307692,466,208,254,0.446351931,466,208,254,5.666666667,3,AL,OAK,NA,7,157,78,59,95,NA,NA,N,N,632,5455,1398,205,38,116,498,602,41,24,NA,NA,799,731,4.67,51,7,11,4227,1475,121,594,566,136,161,0.978,Philadelphia Athletics,Connie Mack Stadium,362113,104,107,PHA,PHA,PHA,FALSE,1951,dykesji01 PHA,1
586,hornsro01,1953,CIN,NL,1,147,64,82,6,N,198,91,106,0.45959596,NA,NA,NA,0.45959596,198,91,106,6,2,NL,CIN,NA,6,155,78,68,86,NA,NA,N,N,714,5343,1396,190,34,166,485,701,25,20,NA,NA,788,704,4.64,47,7,15,4095,1484,179,488,506,129,176,0.978,Cincinnati Reds,Crosley Field,548086,100,101,CIN,CIN,CIN,FALSE,1952,hornsro01 CIN,1
587,marioma01,1953,SLA,AL,1,154,54,100,8,Y,258,96,161,0.372093023,NA,NA,NA,0.372093023,258,96,161,7.5,2,AL,BAL,NA,8,154,77,54,100,NA,NA,N,N,555,5264,1310,214,25,112,507,644,17,34,NA,NA,778,688,4.48,28,10,24,4149,1467,101,626,639,152,165,0.974,St. Louis Browns,Sportsman's Park IV,297238,102,106,SLB,SLA,SLA,FALSE,1952,marioma01 SLA,1
588,millsbu01,1953,CIN,NL,2,8,4,4,6,N,NA,NA,NA,0.5,NA,NA,NA,0.5,8,4,4,6,1,NL,CIN,NA,6,155,78,68,86,NA,NA,N,N,714,5343,1396,190,34,166,485,701,25,20,NA,NA,788,704,4.64,47,7,15,4095,1484,179,488,506,129,176,0.978,Cincinnati Reds,Crosley Field,548086,100,101,CIN,CIN,CIN,TRUE,1953,millsbu01 CIN,1
589,bruckea01,1952,CIN,NL,2,5,3,2,6,N,NA,NA,NA,0.6,NA,NA,NA,0.6,5,3,2,6,1,NL,CIN,NA,6,154,77,69,85,NA,NA,N,N,615,5234,1303,212,45,104,480,709,32,42,NA,NA,659,607,4.01,56,11,12,4089,1377,111,517,579,107,145,0.982,Cincinnati Reds,Crosley Field,604197,99,100,CIN,CIN,CIN,TRUE,1952,bruckea01 CIN,1
