"","playerID","stint","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH"
"1452","caneijo01",2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1453","cangejo01",13,1038,2004,328,501,73,15,12,134,154,61,358,322,7,31,29
"1454","canhama01",2,140,482,65,117,22,3,19,76,7,3,33,116,0,9,1
"1455","canizba01",1,5,21,1,4,1,0,0,0,0,0,0,6,0,0,0
"1456","canizja01",4,195,596,73,149,35,3,10,68,5,5,44,119,0,3,2
"1457","cannian01",2,14,9,5,2,0,0,1,1,0,0,1,1,0,0,0
"1458","cannich01",15,740,1950,132,458,66,12,18,169,3,17,241,354,35,7,28
"1459","cannojo01",4,148,227,34,40,3,1,1,11,15,6,1,54,0,1,3
"1460","canojo01",1,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0
"1461","canoro01",12,1848,7210,1065,2210,479,33,278,1086,50,38,501,964,98,71,10
"1462","cansejo01",21,1887,7057,1186,1877,340,14,462,1407,200,88,906,1942,64,84,1
"1463","canseoz01",3,24,65,8,13,6,0,0,4,0,0,9,17,0,0,0
"1464","cantujo01",12,847,3128,367,847,203,5,104,476,11,4,189,559,15,37,1
"1465","canzlru01",2,29,96,9,26,3,0,3,12,0,0,5,23,1,0,0
"1466","capeljo01",7,99,5,0,0,0,0,0,0,0,0,0,4,0,0,0
"1467","capelmi01",3,49,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"1468","capildo01",10,138,61,2,7,0,1,0,3,0,0,0,25,0,1,4
"1469","cappsca01",4,118,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"1470","cappsma01",10,444,5,1,1,0,0,0,0,0,0,1,3,0,0,0
"1471","cappuge01",2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1472","caprabu01",7,142,141,9,19,0,0,0,5,0,0,17,40,0,0,16
"1473","caprani01",5,45,54,9,9,1,0,1,1,3,1,6,7,0,1,0
"1474","capuach01",14,321,371,16,46,10,0,1,20,0,0,10,176,0,1,38
"1475","carabra01",2,40,99,10,20,4,1,2,3,3,2,6,33,0,3,2
"1476","carasma01",1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1477","carbobe01",20,1010,2733,372,722,140,9,96,358,26,18,538,611,50,19,13
"1478","cardead01",1,45,60,5,11,6,0,0,2,0,0,7,13,1,0,0
"1479","cardejo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480","cardejo02",24,2017,6964,936,1913,333,46,138,775,329,139,608,807,38,26,37
"1481","cardele01",16,1941,6707,662,1725,285,49,118,689,39,48,522,1135,122,28,97
"1482","cardico01",1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1483","cardoja01",3,87,175,13,36,10,0,2,14,0,1,4,31,0,2,2
"1484","cardust01",1,27,56,5,12,3,1,2,6,0,0,3,12,0,0,0
"1485","cardwdo01",18,416,698,44,94,10,1,15,53,2,1,25,340,0,6,34
"1486","carewro01",19,2469,9315,1424,3053,445,112,92,1015,353,187,1018,1028,144,25,128
"1487","careypa01",1,18,47,1,10,1,0,0,3,0,0,5,14,0,0,0
"1488","carides01",2,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1489","carigan01",2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490","carlilu01",4,56,140,21,25,4,1,3,11,1,0,15,45,0,1,0
"1491","carloci01",6,73,62,1,4,1,0,0,0,0,0,3,28,0,1,6
"1492","carlsda01",4,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493","carlsje01",3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494","carltst01",31,745,1719,123,346,49,6,13,140,2,2,41,413,0,10,94
"1495","carlybu01",9,151,57,6,10,0,0,0,4,0,0,3,17,0,0,7
"1496","carmado01",10,342,209,3,12,0,0,0,5,0,1,2,75,0,0,28
"1497","carmedu01",6,124,227,22,48,7,3,4,23,3,4,27,60,2,0,1
"1498","carmofa01",13,270,73,2,4,0,0,0,2,0,0,1,40,0,0,11
"1499","carmora01",4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500","carpean01",7,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0
"1501","carpebu01",1,15,27,4,6,0,0,3,5,0,0,4,13,0,0,0
"1502","carpech01",15,350,439,18,52,8,0,2,21,0,1,12,144,0,2,47
"1503","carpech02",2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504","carpecr01",10,291,30,2,8,0,0,0,5,0,0,0,6,0,0,7
"1505","carpeda01",9,219,5,0,1,0,0,0,0,0,0,0,1,0,0,1
"1506","carpeda02",4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1507","carpele01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1508","carpema01",6,719,2579,451,733,191,23,74,335,13,14,367,535,16,31,8
"1509","carpifr01",2,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1510","carpmi01",8,318,887,97,225,51,5,27,127,2,3,90,243,1,15,0
"1511","carraca01",7,143,8,0,1,0,0,0,0,0,0,0,5,0,0,4
"1512","carradj01",10,290,15,0,0,0,0,0,0,0,0,0,5,0,0,2
"1513","carragi01",12,313,31,2,3,0,0,0,0,0,0,1,11,0,0,4
"1514","carrahe01",16,647,26,1,1,0,0,0,0,0,0,0,19,0,0,2
"1515","carrch02",10,507,1713,254,435,81,7,13,123,144,52,149,273,4,12,30
"1516","carream01",1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1517","carreca01",8,354,986,113,260,43,4,11,114,3,4,97,117,12,3,11
"1518","carreez01",8,377,877,136,224,35,8,11,77,34,12,66,204,2,11,21
"1519","carrejo01",2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1520","carrema01",12,738,2012,246,557,108,5,69,289,12,11,140,246,9,19,2
"1521","carrice01",1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"1522","carrido01",8,170,153,11,27,6,1,0,12,1,0,1,47,0,0,11
"1523","carrima01",3,107,191,17,48,13,0,0,12,3,3,10,38,0,1,1
"1524","carrobr01",6,180,288,48,58,13,3,5,28,2,1,21,84,4,11,2
"1525","carrocl02",19,731,208,17,27,0,0,1,7,0,0,7,65,0,0,30
"1526","carroja01",14,1276,3671,560,1000,148,27,13,265,74,36,410,581,10,37,78
"1527","carrosc02",3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528","carroto01",3,64,30,15,9,0,0,0,1,1,0,1,6,0,0,0
"1529","carroto02",2,28,40,0,4,0,0,0,0,0,0,1,20,0,0,2
"1530","carsoma01",4,92,177,16,42,3,0,6,21,7,0,5,52,0,1,0
"1531","carsoro01",2,31,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1532","cartean01",2,24,7,0,1,0,0,0,0,0,0,0,3,0,0,0
"1533","cartech01",3,113,190,20,50,9,0,4,28,1,2,14,26,0,1,0
"1534","cartech02",7,688,2285,314,499,102,4,150,374,12,5,307,875,10,24,0
"1535","cartega01",19,2295,7971,1025,2092,371,31,324,1225,39,42,848,997,106,68,33
"1536","carteje01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1537","cartejo01",18,2189,8422,1170,2184,432,53,396,1445,231,66,527,1387,86,90,10
"1538","cartela01",1,6,10,1,2,0,0,0,0,0,0,0,5,0,1,1
"1539","cartela02",6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1540","carteso01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1541","cartest01",2,14,21,2,3,1,0,1,3,0,0,2,6,1,0,0
"1542","cartyri01",22,1651,5606,712,1677,278,17,204,890,21,26,642,663,65,13,3
"1543","carusmi01",3,281,1072,144,294,28,10,7,90,34,20,35,76,0,10,19
"1544","carvama01",2,42,4,0,1,0,0,0,2,0,0,0,3,0,0,0
"1545","carych01",8,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546","casalcu01",3,152,399,46,78,19,0,18,46,0,0,41,139,1,6,6
"1547","casalje01",7,96,116,13,25,7,0,4,15,0,0,10,41,0,0,4
"1548","casanpa01",10,859,2786,214,627,87,12,50,252,2,10,101,430,25,9,10
"1549","casanra01",11,387,1081,98,255,40,5,35,130,2,3,98,200,9,11,2
"1550","caseyse01",14,1405,5066,690,1531,322,12,130,735,18,8,477,577,69,62,0
"1551","cashda01",12,1422,5554,732,1571,243,56,21,426,120,74,424,309,28,18,30
"1552","cashke01",10,246,641,51,117,25,0,12,58,0,0,49,195,1,9,8
"1553","cashnan01",9,216,192,15,31,2,1,1,7,2,0,7,81,0,0,17
"1554","cashno01",17,2089,6705,1046,1820,241,41,377,1103,43,30,1043,1091,112,90,17
"1555","cashro01",2,34,101,14,30,3,1,0,11,0,1,5,16,0,0,1
"1556","casiala01",13,245,3,0,0,0,0,0,0,0,0,0,2,0,0,0
"1557","casilal01",9,578,1696,225,419,76,15,12,157,80,11,130,246,0,11,37
"1558","casimca01",1,2,8,0,1,1,0,0,3,0,0,0,2,0,0,0
"1559","caskecr01",1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1560","cassebo01",3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","casseja01",2,15,17,2,3,0,0,0,1,0,0,0,7,0,0,0
"1562","cassisc01",5,111,2,0,0,0,0,0,0,0,0,1,2,0,0,0
"1563","casteal01",2,24,41,5,7,1,1,2,4,0,0,0,13,0,1,0
"1564","casteni01",4,423,1511,147,400,89,14,44,197,3,6,103,404,5,7,0
"1565","castepe01",3,51,93,13,15,2,0,3,9,1,1,13,25,1,1,0
"1566","castial01",14,418,1026,98,226,39,2,12,101,3,6,103,219,1,7,26
"1567","castial02",4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568","castibo01",9,252,39,1,6,2,0,0,1,0,0,1,11,0,0,3
"1569","castibr01",2,56,128,15,24,6,1,2,9,2,1,5,30,0,0,1
"1570","castica01",10,631,1519,190,383,71,8,55,197,15,11,90,291,5,13,7
"1571","castica02",4,111,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"1572","castifr01",15,297,338,7,37,0,0,0,13,0,1,13,111,0,0,42
"1573","castijo01",6,666,2320,293,646,86,34,41,249,22,19,177,298,8,5,63
"1574","castijo02",7,592,1918,211,487,103,10,39,218,13,11,111,378,19,9,7
"1575","castiju01",4,199,469,60,101,11,5,3,38,18,8,41,104,0,4,17
"1576","castiju02",1,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0
"1577","castile01",1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1578","castilu01",17,1720,6510,1001,1889,194,59,28,443,370,142,800,850,13,12,123
"1579","castima01",3,236,719,63,174,35,4,3,73,3,9,29,55,4,3,3
"1580","castima02",5,201,352,31,67,11,2,8,32,3,2,19,76,0,0,10
"1581","castiru01",3,99,317,45,83,12,2,7,35,7,5,16,63,0,2,1
"1582","castito01",1,5,8,0,1,0,0,0,1,0,0,0,2,0,0,1
"1583","castito02",16,403,13,1,1,0,0,0,0,0,0,1,6,0,0,4
"1584","castivi02",20,1854,6822,902,1884,349,28,320,1105,33,43,423,1069,64,60,8
"1585","castiwe01",12,509,1721,171,438,96,1,60,230,4,0,136,474,9,30,3
"1586","castiwi01",2,22,35,6,11,1,0,0,2,0,0,1,5,0,0,1
"1587","castldo01",1,4,13,0,4,1,0,0,2,0,0,1,3,0,0,0
"1588","castoko01",2,82,217,16,42,12,0,2,19,1,0,21,53,1,0,0
"1589","castran01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1590","castrbe01",2,66,190,32,48,4,4,0,17,13,4,18,28,0,0,1
"1591","castrbi01",10,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1592","castrda01",2,80,226,22,49,3,1,2,12,1,1,10,39,1,0,3
"1593","castrfa01",4,30,2,0,0,0,0,0,0,0,0,0,1,0,0,1
"1594","castrja01",6,617,2018,240,469,114,9,62,212,5,2,215,621,9,15,4
"1595","castrju01",23,1103,2627,253,601,123,13,36,234,5,9,149,472,8,1,51
"1596","castrmi01",4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1597","castrra01",15,567,1426,155,338,66,0,67,217,2,0,151,375,22,5,8
"1598","castrra02",1,9,15,2,2,1,0,0,3,0,0,1,3,1,0,0
"1599","castrsi01",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600","castrst01",7,1042,4101,454,1147,215,32,83,433,79,45,210,705,25,31,7
"1601","catalfr01",14,1265,3824,562,1113,262,37,84,457,45,27,331,492,12,78,25
"1602","caterda01",14,1289,4451,491,1229,191,29,66,519,26,30,254,406,33,22,22
"1603","catetr01",1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1604","cathemi01",3,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605","catoke01",2,12,4,1,2,0,0,0,1,0,0,0,0,0,0,1
"1606","caudibi01",9,445,41,0,5,1,0,0,2,0,0,2,19,0,0,6
"1607","causewa01",18,1105,3244,357,819,130,26,35,285,12,12,390,341,25,15,41
"1608","cavazan01",1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609","ceccaar01",5,79,88,3,6,0,0,0,2,0,0,6,43,0,0,6
"1610","cecchga01",2,13,35,6,8,3,0,1,4,0,0,3,14,0,2,0
"1611","cecchga02",1,4,6,2,2,2,0,0,2,0,0,0,2,0,1,0
"1612","cecenjo01",1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1613","cecilbr01",8,330,6,0,0,0,0,0,0,0,0,0,6,0,0,0
"1614","cecilda01",2,52,95,7,17,4,0,1,4,5,1,5,39,0,3,0
"1615","cedajo01",2,25,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"1616","cedenan01",12,616,2051,221,485,98,13,47,223,26,17,143,488,36,21,8
"1617","cedence01",19,2006,7310,1084,2087,436,60,199,976,550,179,664,938,83,56,32
"1618","cedendo01",11,429,1219,160,306,54,13,15,121,14,12,83,280,0,7,18
"1619","cedenro01",11,1100,3174,478,865,127,32,40,274,213,63,319,613,14,13,33
"1620","cedenro02",14,875,2565,265,629,116,20,40,239,39,25,146,567,22,15,54
"1621","cedenxa01",10,192,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1622","centeju01",4,79,237,17,56,13,1,3,28,0,0,17,51,0,1,3
"1623","cepedor01",21,2124,7927,1131,2351,417,27,379,1365,142,80,588,1169,154,102,4
"1624","cepicma01",5,89,185,12,39,11,0,4,21,1,1,7,53,1,0,0
"1625","cerdaja01",4,132,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"1626","ceronri01",18,1329,4069,393,998,190,15,59,436,6,22,320,450,9,24,48
"1627","cerroju01",1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1628","cerutjo01",7,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1629","cervefr01",9,481,1465,186,410,64,10,18,168,13,8,166,301,3,28,17
"1630","cervehu01",3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1631","cervemi01",1,10,13,0,2,0,0,0,1,0,0,0,5,0,0,0
"1632","cespeyo01",9,707,2728,406,743,149,22,137,453,40,19,199,616,26,27,0
"1633","cessalu01",1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1634","ceyro01",17,2073,7162,977,1868,328,21,316,1139,24,29,1012,1235,117,62,26
"1635","chacigu01",5,102,8,2,1,0,0,1,1,0,0,0,2,0,0,1
"1636","chacijh01",10,167,221,12,41,5,0,1,16,0,0,7,48,0,1,14
"1637","chacoel01",3,228,616,89,143,15,5,4,39,20,12,111,109,4,4,8
"1638","chacosh01",12,269,198,13,30,4,0,1,10,0,0,5,78,0,1,20
"1639","chadwra01",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1640","chafian01",3,101,5,0,1,0,0,0,1,0,0,0,2,0,0,0
"1641","chalkda01",11,903,2910,292,733,107,9,15,243,36,38,295,327,10,35,63
"1642","chambad01",3,84,88,11,19,1,3,0,9,2,2,8,30,4,1,2
"1643","chambal01",3,57,120,15,25,4,0,2,11,2,2,21,34,1,0,0
"1644","chambbi01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1645","chambch01",19,2175,7571,912,2109,392,42,185,972,40,35,632,926,99,27,19
"1646","chambcr01",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1647","chambji01",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"1648","chambjo02",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1649","chambjo03",12,385,6,0,0,0,0,0,0,0,0,1,2,0,0,2
"1650","chambwe01",8,385,1263,144,322,72,6,43,167,20,7,77,249,7,4,2
"1651","champbi01",8,204,99,5,14,2,0,1,5,0,0,2,39,0,0,8
"1652","champmi01",3,193,598,42,137,16,8,2,49,3,3,33,101,3,2,12
"1653","chancbo01",6,277,747,76,195,34,1,24,112,3,5,68,195,10,4,1
"1654","chancde01",13,406,662,17,44,2,0,0,16,0,0,30,420,0,5,61
"1655","chaneda01",11,915,2113,237,458,75,17,14,190,19,18,238,471,43,4,34
"1656","chantch01",2,20,19,1,2,0,0,0,0,0,0,0,4,0,0,0
"1657","chapida01",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1658","chapmar01",9,383,2,1,0,0,0,0,0,0,0,0,1,0,0,0
"1659","chapmja02",1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1660","chapmke01",3,172,421,50,94,17,2,3,34,13,11,33,60,0,4,8
"1661","chapmke02",4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1662","chapmtr01",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663","chappha01",3,72,184,26,45,4,0,1,12,2,5,15,26,0,3,4
"1664","charbjo01",3,201,647,97,172,26,4,29,114,3,4,61,99,0,4,2
"1665","chargjt01",1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666","charled01",10,1005,3482,438,917,147,30,86,421,86,35,332,525,20,28,36
"1667","charlfr01",1,4,7,1,3,1,0,0,2,0,0,0,2,0,0,0
"1668","charlno01",17,608,87,6,8,2,0,0,1,0,0,3,50,0,3,10
"1669","chartpe01",1,25,10,2,1,0,0,0,0,0,0,1,2,0,0,0
"1670","chatwty01",5,107,122,8,29,2,1,0,12,0,0,5,30,0,0,14
"1671","chavaos01",2,124,250,28,52,12,0,2,14,4,2,25,59,1,1,3
"1672","chavean01",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673","chavean02",1,10,19,1,5,1,0,0,1,0,0,0,3,0,0,1
"1674","chaveen01",15,1151,3149,385,849,140,34,30,266,106,42,180,356,12,2,86
"1675","chaveer01",17,1615,5518,816,1477,318,24,260,902,50,17,639,1079,77,15,0
"1676","chaveje01",15,315,11,0,1,0,0,0,0,0,0,0,10,0,0,3
"1677","chavene01",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1678","chavera01",11,263,680,48,157,27,1,7,65,4,2,31,115,6,3,7
"1679","cheadda01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680","checoro01",3,16,3,0,1,0,0,0,2,0,0,0,2,0,0,1
"1681","chenbr01",28,401,125,5,19,1,0,0,3,0,0,3,58,0,0,19
"1682","chench01",4,19,22,3,2,0,0,0,2,0,0,3,10,0,0,0
"1683","cheneto01",10,121,133,8,18,2,0,0,9,0,0,5,32,0,0,15
"1684","chenwe02",5,139,50,0,0,0,0,0,0,0,0,0,21,0,0,6
"1685","cherrro01",4,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686","chetkmi01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687","cheveto01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688","chiamsc01",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689","chiassc01",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","chicktr01",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","chicoma01",3,43,63,3,10,0,0,0,3,0,0,0,15,0,0,11
"1692","chifffl01",3,81,12,0,0,0,0,0,0,0,0,0,4,0,0,0
"1693","childbi01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","childja01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","childma01",2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696","childro01",4,61,12,0,2,0,0,0,0,0,0,0,3,0,0,2
"1697","chileri01",6,284,618,68,157,37,2,6,76,1,4,50,65,4,5,5
"1698","chiriro01",5,261,769,97,177,47,1,33,101,0,2,67,196,1,17,10
"1699","chiselo01",6,577,1839,216,483,109,8,51,234,17,3,117,370,9,16,11
"1700","chismto01",1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1701","chitrst01",2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1702","chittne01",3,40,10,1,2,1,0,0,2,0,0,0,4,0,0,1
"1703","chlupbo01",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","choatdo01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705","choatra01",17,672,5,0,0,0,0,0,0,0,0,1,3,0,0,0
"1706","choicmi01",3,96,272,22,51,7,1,9,36,1,0,22,76,0,3,0
"1707","choihe01",6,363,915,130,220,54,3,40,120,3,4,141,262,8,16,6
"1708","choiji01",1,54,112,9,19,4,0,5,12,2,4,16,27,1,0,0
"1709","choji01",2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710","choosh01",14,1173,4310,676,1206,255,25,146,566,118,48,608,1091,36,115,6
"1711","chouibo01",7,111,8,1,1,0,0,0,0,0,0,0,5,0,0,1
"1712","chrisbo01",3,54,147,14,33,5,0,4,19,3,0,11,23,1,1,0
"1713","chrisbr01",1,29,63,4,17,1,0,0,3,0,1,6,5,1,0,2
"1714","chriscl01",1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1715","chrisga01",2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716","chrisja01",17,529,10,0,1,0,0,0,1,0,0,0,7,0,0,1
"1717","chrisjo01",8,638,1667,224,434,68,17,29,173,29,19,157,277,8,19,12
"1718","chrisjo02",4,132,294,36,66,16,2,5,33,3,3,35,58,2,2,3
"1719","chrisju01",3,76,143,18,29,9,0,0,12,12,4,10,15,0,0,2
"1720","chrisla01",11,243,427,31,64,13,2,11,46,2,0,24,223,0,0,54
"1721","chrismc01",6,99,128,22,32,3,0,2,14,6,4,10,26,0,5,1
"1722","chrismi01",3,29,9,0,1,0,0,0,1,0,0,0,3,0,0,0
"1723","chrismi02",5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1724","chrisne01",5,302,619,60,130,22,8,16,64,3,3,55,62,2,2,4
"1725","chrisni01",2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1726","chrisry01",8,452,998,159,222,48,5,16,102,16,15,114,256,0,6,27
"1727","chrisst01",3,24,37,1,6,2,0,1,7,0,0,1,6,0,0,0
"1728","christi01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1729","chulkvi01",10,259,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"1730","churcle01",1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1731","churcry01",11,654,1894,251,500,134,7,56,267,21,10,188,459,15,25,8
"1732","churnch01",3,25,7,1,1,1,0,0,0,0,0,0,3,0,0,0
"1733","cianfar01",9,500,1276,136,308,59,7,34,185,16,3,80,360,3,16,7
"1734","ciardma01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1735","ciasda01",1,19,18,1,6,1,0,0,1,1,0,2,4,0,0,0
"1736","cicotal01",7,104,71,3,15,2,0,0,2,0,0,0,18,0,1,1
"1737","ciminpe01",4,86,18,1,5,0,0,0,0,0,0,1,8,0,0,1
"1738","cimolgi01",14,969,3054,370,808,133,48,44,321,21,6,221,474,13,14,43
"1739","cimorfr01",1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1740","cingrto01",5,140,52,6,10,1,0,0,2,1,0,1,16,0,0,8
"1741","cintral01",9,680,2056,244,565,104,21,33,222,18,14,112,230,8,8,27
"1742","ciprifr01",1,13,36,2,9,0,0,0,2,0,0,2,4,0,0,0
"1743","ciriape01",11,272,612,70,164,32,7,5,51,35,7,20,126,4,4,9
"1744","cirilje01",16,1617,5396,800,1598,343,21,112,727,63,37,563,694,18,67,51
"1745","ciscoga01",9,193,164,7,21,3,0,0,11,0,0,15,52,0,1,15
"1746","cishest01",9,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1747","cisnejo01",2,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1748","citarra01",3,21,5,1,1,0,0,0,1,0,0,0,2,0,0,0
"1749","claggan01",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1750","claibpr01",2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1751","clancji01",17,472,61,4,9,1,0,0,2,0,0,1,20,0,0,10
"1752","clapich01",2,70,105,18,28,5,3,1,9,1,0,14,19,0,1,1
"1753","clappst01",1,23,25,0,5,2,0,0,1,0,0,1,7,0,0,0
"1754","claredo01",1,9,4,2,1,0,0,1,2,0,0,0,1,0,0,0
"1755","clarkbo04",7,396,967,97,231,34,7,19,100,4,8,55,199,0,3,9
"1756","clarkbr01",8,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1757","clarkbr02",13,785,2015,264,559,97,7,36,210,48,33,208,252,12,54,23
"1758","clarkco01",1,16,38,1,4,1,0,0,0,0,0,1,15,0,0,1
"1759","clarkda05",15,905,1964,248,518,81,8,62,284,19,12,222,451,21,5,4
"1760","clarkda06",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1761","clarkdo01",2,14,11,2,1,0,0,0,0,1,0,1,5,0,0,0
"1762","clarkgl01",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0
"1763","clarkho01",12,1272,4813,548,1230,150,23,27,304,151,58,365,362,18,11,29
"1764","clarkho02",6,134,302,36,79,18,1,3,26,1,1,28,36,1,4,6
"1765","clarkja01",18,1994,6847,1118,1826,332,39,340,1180,77,61,1262,1441,127,24,9
"1766","clarkje01",7,515,1609,170,414,79,16,44,208,17,8,83,295,7,21,5
"1767","clarkje02",9,46,78,9,12,3,0,0,9,3,2,8,13,0,2,2
"1768","clarkji03",1,13,18,2,3,0,1,0,0,0,0,2,7,0,0,0
"1769","clarkma01",12,219,242,7,14,3,0,1,9,0,0,8,106,0,0,29
"1770","clarkma02",1,16,27,4,5,0,0,3,7,0,0,2,8,2,0,0
"1771","clarkph01",2,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1772","clarkph02",5,264,543,62,150,30,0,17,65,4,4,27,76,5,9,2
"1773","clarkri01",5,97,126,3,13,0,0,0,0,0,0,2,55,0,0,14
"1774","clarkro02",11,230,530,40,100,16,3,5,43,4,2,41,98,4,3,9
"1775","clarkst02",6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1776","clarkte01",12,91,3,1,2,0,0,0,0,0,0,0,0,0,0,0
"1777","clarkto02",17,1559,4532,629,1188,233,11,251,824,6,9,527,1209,55,21,0
"1778","clarkwe01",1,7,6,0,1,0,0,0,3,0,0,0,1,0,0,0
"1779","clarkwi02",17,1976,7173,1186,2176,440,47,284,1205,67,48,937,1190,155,59,13
"1780","clarkza01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1781","claryma01",3,58,60,3,5,0,0,0,1,0,0,4,17,0,0,7
"1782","claudal01",3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
