"","playerID","stint","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH"
"5223","larocan01",8,404,1184,133,267,53,6,22,113,8,3,121,208,8,15,11
"5224","larocda01",16,649,61,7,15,3,0,0,2,0,0,7,13,0,0,2
"5225","larocgr01",3,39,88,16,23,6,1,0,6,1,0,8,11,0,2,2
"5226","larosjo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5227","larosvi01",1,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0
"5228","larsobr01",4,109,291,29,52,11,0,8,37,4,2,35,86,1,3,0
"5229","larsoda01",7,80,97,10,21,2,1,0,7,0,0,5,15,0,0,4
"5230","larueja01",12,922,2719,307,628,148,7,96,348,14,11,237,760,39,107,22
"5231","larusto01",8,132,176,15,35,5,2,0,7,0,0,23,37,1,1,1
"5232","laryfr01",19,362,734,68,130,12,6,6,54,0,2,39,211,0,1,52
"5233","lashefr01",8,151,32,1,2,0,0,0,0,0,0,0,17,0,0,3
"5234","laskebi01",8,160,210,11,22,0,0,0,7,0,2,16,98,0,2,17
"5235","lassedo01",1,4,13,2,2,0,1,0,0,0,0,1,3,0,0,0
"5236","lasteto01",3,200,534,43,138,34,2,4,53,4,2,59,74,3,4,3
"5237","lathabi01",2,14,3,1,1,0,0,0,1,0,0,1,0,0,0,1
"5238","lathach01",5,110,213,34,43,5,1,3,19,9,3,23,85,1,1,1
"5239","latmaba01",11,344,332,24,48,6,2,2,25,0,0,18,90,0,1,20
"5240","latosma01",15,194,324,15,43,6,0,4,15,0,0,6,148,0,2,43
"5241","lauch01",19,527,1170,105,298,63,9,16,140,3,1,109,150,24,5,15
"5242","laudnti01",9,734,2038,221,458,97,5,77,263,3,3,190,553,3,8,18
"5243","lauzege01",4,34,33,3,4,0,0,1,4,0,0,0,10,0,1,3
"5244","lavalmi01",14,879,2473,185,663,109,5,18,294,5,15,321,244,57,10,39
"5245","lavarry01",7,134,373,30,74,23,0,7,40,0,0,29,99,1,2,0
"5246","lavelga01",15,745,111,5,9,2,0,0,4,0,1,3,52,0,0,14
"5247","lawde01",1,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5248","lawleto01",10,343,531,78,110,17,2,2,24,53,13,41,85,1,0,15
"5249","lawrebo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5250","lawrebr02",6,170,289,16,38,7,0,1,20,0,0,13,97,0,0,22
"5251","lawreji01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5252","lawrejo01",1,55,150,16,27,4,0,2,15,2,1,16,38,0,2,2
"5253","lawrese01",1,7,6,0,0,0,0,0,0,0,0,0,4,0,0,0
"5254","lawribr01",6,588,2217,266,578,112,13,71,253,41,19,153,487,5,27,8
"5255","lawro01",1,35,7,0,1,0,0,0,0,0,0,0,1,0,0,0
"5256","lawru01",7,749,2421,379,656,101,37,18,199,228,65,184,210,9,13,22
"5257","lawsost01",1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5258","lawtoma01",1,10,14,1,3,0,0,0,0,1,0,0,3,0,0,0
"5259","lawtoma02",19,1334,4763,756,1273,267,17,138,631,165,66,681,613,34,94,2
"5260","lawva01",11,1212,3802,453,972,193,26,71,442,34,26,408,602,14,9,43
"5261","laxtobi01",7,121,5,0,1,0,0,0,0,0,0,1,3,0,0,0
"5262","laxtobr01",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5263","layanti01",3,79,6,0,0,0,0,0,0,0,0,0,3,0,0,1
"5264","layneto01",7,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5265","lazarda01",2,17,6,0,0,0,0,0,1,0,0,1,4,0,0,1
"5266","lazora01",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5267","lazorja01",5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5268","leach01",7,152,259,11,29,2,1,0,6,0,0,10,93,0,0,29
"5269","leachbr01",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5270","leachja01",1,8,10,0,1,0,0,0,1,0,0,2,3,0,0,0
"5271","leachri01",10,799,1719,205,460,100,10,18,183,8,8,176,217,20,6,9
"5272","leachte01",13,376,72,4,7,2,0,0,3,0,0,5,39,0,0,6
"5273","leagubr01",13,498,2,0,0,0,0,0,0,0,0,1,1,0,0,0
"5274","leakemi01",9,243,413,44,84,17,1,6,27,0,0,12,166,0,2,39
"5275","leallu01",6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5276","learyti01",17,293,163,9,36,6,0,1,19,1,1,5,57,0,1,28
"5277","leathja01",1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5278","leblawa01",17,127,112,6,28,1,0,0,2,0,0,3,26,0,1,15
"5279","leclejo01",1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5280","lecroma01",8,476,1388,146,361,68,1,60,218,0,4,123,332,6,17,1
"5281","lecursa01",6,250,22,2,2,2,0,0,0,0,0,1,8,0,1,2
"5282","ledbera01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5283","ledeeri01",19,855,2030,290,494,120,17,63,318,29,15,244,495,18,10,4
"5284","ledesaa01",5,284,754,94,223,38,4,2,76,11,8,44,111,3,6,6
"5285","ledezwi01",16,192,12,2,0,0,0,0,0,0,0,1,6,0,0,2
"5286","leebi03",14,419,197,12,41,3,1,2,10,0,0,1,63,0,0,10
"5287","leebo01",7,269,67,4,7,0,0,1,4,0,0,4,42,0,1,7
"5288","leeca01",18,2099,7983,1125,2273,469,19,358,1363,125,47,655,984,60,47,3
"5289","leech01",3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5290","leecl02",17,337,291,18,51,7,1,2,19,2,2,5,110,0,0,24
"5291","leeco01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5292","leeda01",5,96,6,1,1,0,0,0,0,0,0,0,3,0,0,0
"5293","leeda02",1,104,292,33,74,9,0,14,49,0,0,20,74,2,5,0
"5294","leede01",1,15,33,3,5,1,0,0,4,0,0,1,4,0,0,0
"5295","leede02",19,1942,6962,1081,1959,432,30,331,1078,104,48,874,1622,72,70,2
"5296","leedo01",15,244,226,12,37,6,0,1,13,0,0,6,80,0,0,14
"5297","leekge01",3,77,249,23,55,12,1,6,25,0,1,9,67,0,2,3
"5298","leele02",12,614,1617,173,404,83,13,31,152,19,14,133,315,19,6,3
"5299","leema01",4,118,13,0,3,0,0,0,0,0,0,1,6,0,0,2
"5300","leema02",11,922,2693,304,686,88,20,19,249,31,20,201,531,5,4,43
"5301","leema03",4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5302","leemi01",2,13,7,0,0,0,0,0,0,0,0,0,2,0,0,0
"5303","leepeda01",2,19,40,2,3,0,0,0,4,0,0,1,4,0,0,0
"5304","leesa01",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5305","leesmch01",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5306","leete01",2,15,25,1,4,1,0,0,3,0,0,2,4,0,0,0
"5307","leetr01",11,1099,3740,476,958,191,16,115,488,59,20,457,704,35,9,2
"5308","leeza01",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"5309","lefebji01",8,922,3014,313,756,126,18,74,404,8,15,322,447,52,13,39
"5310","lefebjo01",8,447,1091,139,281,52,13,31,130,11,9,139,204,22,8,8
"5311","leffecr01",16,697,132,4,16,2,0,1,3,0,0,1,64,0,0,14
"5312","lefloro01",9,1099,4458,731,1283,172,57,59,353,455,142,363,888,15,17,14
"5313","leftwph01",3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5314","legggr01",2,14,22,3,9,1,0,0,1,0,0,0,3,0,0,0
"5315","lehewji01",2,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5316","lehrju01",4,77,25,1,2,1,0,0,1,0,0,1,10,0,0,5
"5317","leibrch01",14,394,267,7,32,3,2,0,14,0,0,13,72,0,0,33
"5318","leicejo01",3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5319","leipeda01",14,264,4,0,1,0,0,0,1,0,0,0,2,0,0,0
"5320","leistjo01",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5321","leiteal01",23,419,530,15,45,7,1,0,16,0,0,35,290,0,0,48
"5322","leitema01",13,335,188,8,21,1,0,0,14,0,0,9,102,0,0,28
"5323","leiussc01",9,557,1536,214,375,63,10,28,172,16,15,161,236,4,5,13
"5324","lejohdo01",1,34,78,2,20,2,0,0,7,0,1,5,13,0,0,0
"5325","lemahdj01",6,672,2303,316,690,103,25,26,223,63,29,182,405,19,7,29
"5326","lemanda01",10,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5327","lemasde01",11,357,552,25,72,7,1,4,36,0,0,32,192,0,1,47
"5328","lemasjo01",17,1039,3191,320,709,109,19,22,229,94,51,241,564,37,7,57
"5329","lemaydi01",3,45,28,2,2,0,0,0,1,0,0,3,15,0,0,1
"5330","lemkema01",11,1069,3230,349,795,125,15,32,270,11,19,348,341,48,0,56
"5331","lemonch01",16,1988,6868,973,1875,396,61,215,884,58,76,749,1024,46,151,50
"5332","lemonda01",2,36,26,1,3,0,0,0,2,0,0,1,17,0,0,2
"5333","lemonma01",4,90,141,5,17,1,1,0,4,0,0,5,50,0,1,12
"5334","lennopa01",6,91,189,25,50,14,1,2,22,0,1,27,59,0,1,0
"5335","lentiji01",5,95,205,23,54,9,1,1,20,3,2,31,38,1,3,4
"5336","leonade01",12,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5337","leonaje01",18,1415,5045,614,1342,223,37,144,723,163,61,342,1000,41,23,8
"5338","leonama01",6,168,321,37,73,18,2,8,41,0,2,42,75,2,4,1
"5339","leonar01",2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5340","leonda01",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5341","leoned01",8,601,1862,165,440,51,10,24,159,7,16,156,358,11,7,55
"5342","leonedo01",5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5343","leoneju01",2,32,103,15,22,5,0,6,13,1,0,9,32,0,3,1
"5344","leonhda01",6,125,77,6,12,2,0,0,2,0,0,5,32,0,0,11
"5345","leonjo01",3,88,209,18,47,5,0,5,18,1,0,8,57,0,3,0
"5346","leonma01",6,169,52,4,13,0,0,0,5,1,0,1,4,0,0,6
"5347","leonsa01",5,153,461,53,117,22,2,8,43,0,1,40,126,2,5,10
"5348","leppedo01",1,40,70,6,8,0,1,0,2,1,1,9,10,0,0,1
"5349","leppedo02",4,190,532,46,122,22,2,15,59,0,1,44,93,5,2,4
"5350","lerchra01",15,262,267,27,55,12,1,4,23,0,1,19,44,0,0,12
"5351","lerewan01",5,20,4,0,0,0,0,0,0,0,0,0,1,0,0,1
"5352","lerouch01",8,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"5353","leroyjo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5354","lerscba01",6,177,133,9,15,1,0,0,3,0,0,11,56,0,1,11
"5355","lerudst01",2,9,15,1,2,0,0,0,0,0,0,0,6,0,0,0
"5356","leshebr01",5,108,263,31,59,10,2,9,38,5,1,19,65,0,1,1
"5357","leshndo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5358","leskacu01",15,603,39,4,7,3,0,1,7,0,0,1,17,0,0,5
"5359","leslebr01",4,54,3,0,1,0,0,0,1,0,0,0,0,0,0,1
"5360","lestejo01",13,318,157,9,10,3,0,0,7,0,0,10,70,0,0,21
"5361","levinal01",12,416,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"5362","levisje01",9,319,654,66,167,23,1,3,60,2,0,76,66,2,6,10
"5363","levraal01",3,56,38,1,2,0,0,0,1,0,0,1,17,0,0,6
"5364","lewalde01",8,34,13,1,1,0,0,0,1,0,0,0,10,0,0,1
"5365","lewanda01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5366","lewisal01",6,156,29,47,6,1,0,1,3,44,17,1,4,0,0,1
"5367","lewisco01",11,233,27,1,7,1,0,0,5,0,0,0,11,0,0,1
"5368","lewisda01",17,1354,4081,607,1021,137,37,27,342,247,107,403,514,1,48,101
"5369","lewisfr02",7,535,1562,261,415,91,21,27,136,53,23,170,390,10,21,3
"5370","lewisje01",4,161,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5371","lewisji01",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5372","lewisji02",1,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"5373","lewisjo01",4,266,771,97,175,24,6,22,74,8,9,95,194,5,3,4
"5374","lewisma01",13,902,2795,320,736,155,13,48,306,29,18,196,511,8,16,16
"5375","lewisri01",9,217,10,1,2,0,0,0,1,0,0,2,3,0,0,1
"5376","lewisro01",2,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5377","lewissc01",5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5378","lewissc02",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5379","leyriji01",19,903,2527,325,667,107,2,90,387,7,7,337,581,16,65,8
"5380","leyte01",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5381","lezcaca01",2,49,102,16,19,4,1,3,14,1,2,11,33,0,1,2
"5382","lezcasi01",14,1291,4134,560,1122,184,34,148,591,37,31,576,768,37,19,39
"5383","liberad01",2,97,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"5384","librafr01",1,10,10,1,1,1,0,0,1,0,0,1,2,0,0,0
"5385","lickejo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5386","liddeda01",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5387","liddial01",3,61,173,15,36,8,1,6,16,3,1,13,73,0,1,0
"5388","lidgebr01",11,603,7,0,2,1,0,0,2,0,0,0,4,0,0,0
"5389","lidleco01",13,277,170,10,22,4,1,1,8,0,0,9,87,0,0,21
"5390","liebejo01",14,405,612,36,85,17,0,0,25,0,0,30,234,0,0,55
"5391","liebemi01",14,1212,4218,534,1155,257,10,150,610,8,7,335,571,34,89,10
"5392","liefeje01",9,288,779,89,179,36,1,31,113,2,2,56,223,4,2,1
"5393","lightpa01",3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5394","ligteke01",8,386,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5395","lillibo01",12,817,2328,198,549,68,9,3,137,23,25,99,116,13,13,40
"5396","lillibr01",13,358,708,102,145,25,4,19,71,37,14,49,235,1,13,9
"5397","lillide01",10,267,108,11,23,1,0,2,8,0,0,1,20,0,0,5
"5398","lillyte01",19,357,347,10,35,6,1,0,17,3,2,8,149,0,1,37
"5399","limajo01",15,351,292,18,38,4,0,0,10,0,0,7,101,0,0,44
"5400","limch01",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5401","linarru01",4,207,545,66,147,21,3,11,63,15,6,24,74,2,1,2
"5402","linceti01",10,281,474,26,53,4,2,0,19,0,0,34,244,0,0,70
"5403","linch01",1,9,12,1,3,0,0,0,0,0,0,0,5,0,0,0
"5404","lincobr01",7,101,38,3,9,1,0,0,4,0,0,1,14,0,0,4
"5405","lincomi01",9,263,15,0,1,0,0,0,0,0,0,0,7,0,0,1
"5406","lindad01",11,1228,4310,549,1166,245,12,186,664,6,5,365,898,40,17,3
"5407","lindbem01",1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"5408","lindbjo01",6,110,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5409","lindbpa01",18,657,133,6,26,6,0,1,6,0,0,2,35,0,0,5
"5410","lindeji01",9,351,676,82,165,34,1,21,89,4,3,42,173,3,4,6
"5411","lindeto01",7,270,502,64,116,22,3,8,36,8,0,44,148,1,8,5
"5412","lindgja01",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5413","lindja01",2,26,37,5,5,2,0,0,1,1,0,5,14,0,0,0
"5414","lindjo01",11,1044,3677,368,935,145,27,9,324,62,19,215,370,50,8,69
"5415","lindofr01",2,257,994,149,304,52,7,27,129,31,7,84,157,3,6,16
"5416","lindsbi02",1,9,16,2,3,0,0,0,1,0,0,0,3,0,0,2
"5417","lindsch02",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
"5418","lindsdo01",4,5,6,0,1,0,0,0,0,0,0,0,4,0,0,0
"5419","lindsjo01",1,11,12,0,1,0,0,0,0,0,0,0,3,0,1,0
"5420","lindsma01",10,469,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5421","lindsro01",1,11,3,6,1,1,0,0,0,2,1,0,1,0,1,1
"5422","lindssh01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5423","linebsc01",18,607,18,0,4,1,0,0,0,0,0,0,10,0,0,2
"5424","linesdi01",2,107,19,2,1,0,0,0,0,0,0,3,9,0,0,2
"5425","liniaco01",2,15,32,3,7,2,0,0,2,0,1,1,6,0,0,0
"5426","linkjo01",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5427","lintodo01",9,112,7,0,0,0,0,0,0,0,0,0,3,0,0,2
"5428","lintzla01",8,350,616,137,140,13,1,0,27,128,38,97,101,1,4,39
"5429","linzph01",9,519,1372,185,322,64,4,11,96,13,13,112,195,5,7,21
"5430","linzyfr01",13,516,121,5,18,0,1,1,3,0,0,3,42,0,1,14
"5431","lipetan01",2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5432","lipskbo01",1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5433","lirafe01",9,164,19,3,4,0,0,2,3,0,0,0,13,0,0,1
"5434","liriafr01",15,287,216,7,33,3,0,2,15,0,0,8,85,0,0,14
"5435","liriane01",13,823,2216,296,576,105,27,25,240,59,30,212,300,15,7,33
"5436","liriape01",2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5437","liriary01",1,38,109,13,24,2,0,1,6,4,1,9,39,1,2,0
"5438","lisiri01",1,9,16,6,5,0,0,0,1,0,1,4,0,0,0,0
"5439","lisjo01",10,356,780,96,182,31,1,32,92,1,3,110,209,3,8,3
"5440","listapa01",6,503,1772,250,444,63,13,5,143,116,38,167,338,2,8,35
"5441","litscje01",5,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"5442","littema01",9,316,34,1,2,0,0,0,3,0,0,2,18,0,0,1
"5443","littlbr01",7,327,922,126,226,37,5,3,77,8,10,120,79,1,6,16
"5444","littlde01",3,78,222,17,45,7,1,1,15,0,0,28,53,5,0,5
"5445","littlje01",2,40,6,1,1,0,0,0,0,0,0,0,2,0,0,0
"5446","littljo01",2,94,12,1,0,0,0,0,0,0,0,0,3,0,0,2
"5447","littlla01",1,26,23,2,0,0,0,0,1,0,0,3,6,0,0,0
"5448","littlma01",9,148,247,46,61,11,3,3,22,8,4,18,66,1,14,2
"5449","littlsc01",1,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0
"5450","littlwe01",3,80,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5451","littogr01",6,374,809,78,195,43,5,13,97,1,6,58,167,2,4,17
"5452","livenwe01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5453","livinbo01",2,14,25,3,7,0,0,0,2,0,0,2,7,0,0,4
"5454","livinsc01",12,673,1533,163,431,76,4,17,177,10,12,89,189,5,0,5
"5455","lizra01",4,42,7,1,0,0,0,0,0,0,0,0,3,0,0,0
"5456","llenawi01",6,300,531,50,122,17,0,3,61,0,1,38,69,1,2,7
"5457","llewecl01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5458","lloydgr01",16,568,6,0,0,0,0,0,0,0,0,1,2,0,0,0
"5459","loaizes01",24,379,271,16,46,4,1,0,18,0,1,3,69,0,0,36
"5460","lobatjo01",7,340,944,95,213,42,3,17,92,0,2,100,243,4,6,6
"5461","lobstky01",3,34,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"5462","loch02",1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5463","lockdo01",10,921,2695,359,642,92,12,122,373,30,29,373,776,19,15,7
"5464","lockebo01",11,168,98,12,25,2,0,1,12,0,0,9,22,0,0,6
"5465","lockebo02",14,576,95,5,7,0,0,0,0,1,0,7,61,0,1,2
"5466","lockech01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5467","lockeje01",6,124,185,7,18,1,0,0,2,0,0,7,95,0,0,21
"5468","lockero01",1,25,5,1,0,0,0,0,0,0,0,0,3,0,0,3
"5469","lockhke01",10,979,2268,290,591,117,17,44,268,30,15,195,268,23,14,22
"5470","locklge01",9,292,595,76,163,24,4,9,66,13,7,55,87,6,2,5
"5471","locklst01",2,25,24,4,4,1,0,0,0,0,0,3,5,0,0,0
"5472","lockwsk01",13,468,260,15,40,4,0,3,11,0,2,18,66,0,2,35
"5473","loducpa01",15,1082,3892,483,1112,222,8,80,481,20,19,266,295,23,58,42
"5474","loeka01",14,322,6,1,1,0,0,0,0,0,0,1,3,0,0,1
"5475","loewead01",6,77,37,4,7,1,0,1,4,0,0,3,13,0,2,0
"5476","loeweca01",4,48,62,4,8,0,0,0,3,0,0,5,22,0,0,8
"5477","loftoja01",1,8,26,1,5,1,0,0,1,2,1,1,4,0,0,0
"5478","loftoke01",23,2103,8120,1528,2428,383,116,130,781,622,160,945,1016,43,32,72
"5479","loftufr01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5480","loganbo02",11,581,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5481","loganno01",4,321,870,111,233,38,12,2,56,56,14,59,182,5,1,23
"5482","lohseky01",20,472,509,23,78,9,0,0,31,0,1,9,163,0,4,75
"5483","loisal01",2,14,4,6,1,0,1,0,0,1,1,0,1,0,0,0
"5484","loiseri01",6,202,9,0,2,1,0,0,2,0,0,0,4,0,0,2
"5485","lolicmi01",16,592,821,63,90,5,2,0,31,1,1,105,362,0,5,85
"5486","lolicro01",3,87,228,20,48,9,0,4,23,0,2,11,49,1,0,1
"5487","lollati01",9,204,231,27,54,3,3,8,38,0,0,18,64,0,0,3
"5488","lolliry01",1,5,12,0,2,0,0,0,0,1,0,1,1,0,0,0
"5489","lomando01",2,47,142,23,35,7,2,2,19,0,2,16,19,2,1,3
"5490","lomasst01",1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"5491","lombage01",6,144,350,55,77,12,3,8,21,23,2,27,111,1,3,7
"5492","lombaph01",3,43,92,10,22,4,0,3,9,0,0,9,17,0,1,0
"5493","lombast01",6,446,1264,153,294,61,12,20,107,13,9,131,206,6,7,28
"5494","lombast02",5,289,788,75,207,33,5,5,52,10,6,29,102,2,8,11
"5495","lomonke01",2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5496","lonboji01",15,426,770,41,105,17,2,3,43,1,2,51,330,0,1,78
"5497","loneyja01",13,1443,5023,528,1425,267,21,108,669,38,21,397,652,61,20,8
"5498","longbi01",8,159,5,0,0,0,0,0,0,0,0,1,4,0,0,0
"5499","longbo01",2,33,4,1,0,0,0,0,0,0,0,1,2,0,0,1
"5500","longje01",4,56,83,5,16,1,0,1,9,0,0,10,34,0,1,0
"5501","longjo01",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5502","longmto01",3,139,256,32,73,18,0,3,37,3,2,21,47,2,2,1
"5503","longoev01",9,1279,4837,709,1311,302,17,241,806,45,14,523,1111,74,49,1
"5504","longry01",1,6,9,2,2,0,0,0,2,0,0,0,3,0,1,0
"5505","longte01",8,890,3068,428,824,166,21,69,376,27,15,227,460,23,7,0
"5506","longto02",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5507","lonnejo01",4,143,325,22,54,8,0,6,27,0,1,40,74,3,2,6
"5508","lookbr01",1,59,118,7,29,4,0,0,9,0,1,20,24,3,0,0
"5509","lookde01",1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0
"5510","loonebr01",3,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5511","loopeaa01",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5512","loopebr01",12,679,186,15,40,6,1,0,18,0,0,10,63,0,1,30
"5513","lopesda01",20,1812,6354,1023,1671,232,50,155,614,557,114,833,852,38,31,74
"5514","lopezal02",13,297,46,0,2,0,0,0,0,0,0,2,25,0,1,3
"5515","lopezaq01",7,159,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"5516","lopezar01",1,38,49,5,7,0,0,0,0,0,0,1,6,0,0,1
"5517","lopezar02",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5518","lopezau01",11,459,24,0,3,0,0,0,0,0,0,0,13,0,0,4
"5519","lopezca01",3,237,500,61,130,24,1,12,54,23,11,25,98,2,4,2
"5520","lopezfe01",21,1185,4337,600,1145,219,31,90,439,124,58,445,913,15,18,35
"5521","lopezhe01",14,1450,4644,623,1251,193,37,136,591,16,23,418,696,24,23,48
"5522","lopezja01",17,1503,5319,674,1527,267,19,260,864,8,19,357,969,43,66,6
"5523","lopezja02",18,839,12,1,1,0,0,0,1,0,0,0,6,0,0,2
"5524","lopezjo01",13,1036,3841,421,1005,215,11,92,480,25,17,150,471,13,31,33
"5525","lopezjo02",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1
"5526","lopezlu01",2,41,88,7,18,4,1,0,7,0,0,4,9,1,1,1
"5527","lopezlu02",13,721,1620,171,390,85,7,22,151,10,12,100,343,11,26,24
"5528","lopezlu03",2,52,145,10,33,4,0,3,10,0,0,8,25,1,1,1
"5529","lopezma01",10,215,181,26,31,4,0,1,6,1,1,12,80,0,0,13
"5530","lopezme01",9,190,422,45,102,18,5,6,40,7,2,27,106,1,4,8
"5531","lopezmi01",1,6,4,1,1,0,0,0,0,0,0,1,0,0,1,0
"5532","lopezpe01",2,16,52,2,10,2,0,0,2,0,0,1,11,0,1,1
"5533","lopezra01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5534","lopezra02",2,15,18,0,2,0,0,0,1,0,0,2,7,0,0,0
"5535","lopezre01",1,11,12,0,1,0,0,0,0,0,0,0,7,0,0,2
"5536","lopezro01",11,257,145,4,9,0,0,0,1,0,0,3,75,0,1,9
"5537","lopezwi01",6,292,6,0,0,0,0,0,0,0,0,0,3,0,0,0
"5538","lorenmi01",2,69,41,5,10,0,1,1,7,0,0,0,15,0,1,4
"5539","loretma01",17,1726,5812,768,1713,309,22,76,629,47,35,555,605,20,71,56
"5540","lorraan01",9,60,24,3,3,1,0,0,0,0,0,2,14,0,0,7
"5541","loucksc01",5,73,80,15,21,4,0,0,4,7,3,7,28,0,0,0
"5542","loughda01",5,342,749,95,190,29,10,13,67,17,13,43,138,1,9,13
"5543","loughla01",1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"5544","loundo01",1,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0
"5545","loupaa01",5,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5546","louxsh01",5,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5547","lovelva01",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5548","lovenly01",2,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"5549","lovigja01",4,46,52,17,10,0,0,0,4,5,5,3,6,0,0,1
"5550","lovitjo01",4,306,763,70,165,22,4,4,53,22,21,80,113,7,2,10
"5551","lovripe01",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5552","lovulto01",8,303,737,80,165,35,1,15,60,9,8,80,121,3,3,12
"5553","lowede01",21,682,436,30,65,13,0,1,25,1,0,29,129,0,0,67
